制作公司（母）,子分类,游戏名称,游戏译名,发售日,汉化组,汉化进度,备注,DL推荐,官网,其他网址
Casket,,あやかし遊郭 ～からくり女中の懐旧談～,妖怪煙柳巷～機關侍女的舊日談,2019/10/25,心願屋漢化組,部分漢化,約文本1/3,,,
,,,,,,,,,,
CLOCKUP,,euphoria,樂園,2011/6/24,萌你妹漢化組,漢化完成,包括2018年的HD版本,,,
CLOCKUP,,フラテルニテ,友愛俱樂部,2014/7/25,萌你妹漢化組,漢化中,,,,
CLOCKUP,,Erewhon,Erewhon,2018/7/27,萌你妹漢化組,漢化中,,,,
,,,,,,,,,,
Palette（ぱれっと）,,もしも明日が晴れならば,假如明天放晴,2006/2/24,IMPACT漢化小組 / 星炮漢化組,漢化完成,,,,
Palette（ぱれっと）,,ましろ色シンフォニー,純白交響曲,2009/10/30,純白漢化組&妹乃萌漢化組,漢化完成,,,,
Palette（ぱれっと）,,晴れときどきお天気雨,晴天中的偶然落雨,2011/11/25,月夜の鳕漢化組,漢化中,"已有體驗版漢化
估計已棄坑",,,
Palette（ぱれっと）,,恋がさくころ桜どき,戀愛在櫻開之時、戀愛綻放櫻飛時,2014/6/27,櫻岡漢化組00 / 傻莉莉飼養組 / 肥皂愛護同好會 / 待確認,漢化完成,,,,
Palette（ぱれっと）,,9-nine-ここのつここのかここのいろ,9-nine-九次九日九重色,2017/4/28,Sekai Project / 櫻空漢化組,官方中文化,,https://store.steampowered.com/app/976390/,,
Palette（ぱれっと）,,9-nine-そらいろそらうたそらのおと,9-nine-天色天歌天籟音,2018/4/27,Sekai Project / 櫻空漢化組,官方中文化,,https://store.steampowered.com/app/1033420/,,
Palette（ぱれっと）,,9-nine-はるいろはるこいはるのかぜ,9-nine-春色春戀春熙風,2019/4/26,櫻空漢化組,漢化完成,,,,
Palette（ぱれっと）,,9-nine-ゆきいろゆきはなゆきのあと,9-nine-雪色雪花雪餘痕,2020/4/24,櫻空漢化組,漢化完成,,,,
PALETTE-QUALIA（ ぱれっとクオリア）,,オトメ＊ドメイン,少女＊領域,2016/6/24,黙示中文化興趣小組,漢化完成,,,,
SWEET&TEA,,枯れない世界と終わる花,永不枯萎的世界與終結之花,2016/11/25,夢戀星空漢化組 / 終之花漢化組,漢化完成,,,,
SWEET&TEA,,ケモノ娘の育て方,獸娘育成方案 / 獸娘的養育法,2018/9/28,"Sekai Project / Denpasoft
默示遊戲中文化興趣小組 / 天空鴿劇漢化??組",官方中文化,,https://store.steampowered.com/app/1106940/,,
SWEET&TEA,,ネコ神さまと、ななつぼし -妹の姉-,貓神大人與七顆星星,2019/2/22,默示遊戲中文化興趣小組,漢化完成,,,,
Recette,,しゅがてん！-sugarfull tempering- ,糖調! -sugarfull tempering-,2017/2/24,默示遊戲中文化興趣小組,漢化完成,,,,
スミレ,,僕と恋するポンコツアクマ。,與我戀愛的廢柴小惡魔。,2015/9/25,"Sekai Project
心願屋漢化組 / 白井木學園漢化組",官方中文化,,https://store.steampowered.com/app/802870,,
スミレ,,僕と恋するポンコツアクマ。 すっごいえっち！,與我戀愛的廢柴小惡魔。 ～甜膩後日談～,2016/5/27,默示遊戲中文化興趣小組,漢化完成,,,,
,,,,,,,,,,
D.O.（ディーオー）,,加奈…おかえり!!,加奈…歡迎回來!!,1999/6/25,妹乃萌漢化組,漢化完成,版權由高屋敷開発接手,,,
D.O.（ディーオー）,,家族計画～追憶～,家族計畫～追憶～,2005/3/18,家計推廣委員會 (風鈴漢化組 x TOMO漢化組),漢化完成,版權由高屋敷開発接手,,,
D.O.（ディーオー）,,家族計画 ～そしてまた家族計画を～,家族計畫 ～再開～,2004/7/30,家計推廣委員會 (風鈴漢化組 x TOMO漢化組),漢化完成,版權由高屋敷開発接手,,,
D.O.（ディーオー）,,Crescendo ～永遠だと思っていたあの頃～,Crescendo ～以為那就是永遠的那個時候～,2001/9/28,老埋漢化組,漢化中,,,,
,,,,,,,,,,
Dual Tail,,VenusBlood,聖女之血,2007/4/20,未來數位,官方中文化,,,,
Dual Tail,,VenusBlood -DESIRE-,,2009/11/27,心願屋漢化組,漢化中,,,,
Dual Tail,,VenusBlood -EMPIRE-,,2010/11/26,心願屋漢化組 / VBH漢化協會,漢化完成,,,,
Dual Tail,,VenusBlood -ABYSS-,,2011/9/30,心願屋漢化組,漢化完成,,,,
Dual Tail,,VenusBlood -FRONTIER-,,2012/4/27,Dual Tail / JAST USA / Kagura Games / 心願屋漢化組,官方中文化,,https://store.steampowered.com/app/1189440/,,
Dual Tail,,VenusBlood -GAIA-,,2013/11/29,心願屋漢化組,漢化完成,,,,
Dual Tail,,VenusBlood -HYPNO-,,2014/11/28,VBH漢化協會,漢化完成,,,,
Dual Tail,,VenusBlood：Lagoon,,2018/12/28,個人漢化,部分漢化,僅秩序線漢化,,,
ninetail,,天ツ風～傀儡陣風帖～,天盡風 ～傀儡陣風帖～,2008/8/29,個人漢化,部分漢化,,,,
,,,,,,,,,,
Eushully（エウシュリー）,,幻燐の姫将軍,幻燐的姫将軍,2001/4/27,廢萌統一戰線,漢化完成,,,,
Eushully（エウシュリー）,,戦女神II～失われし記憶への鎮魂歌～,戰女神2～對失去記憶的鎮魂歌～,2002/10/25,無名の組 / AUGUST中文化委員會,漢化完成,,,,
Eushully（エウシュリー）,,幻燐の姫将軍II～導かれし魂の系譜～,幻燐的姬將軍2 ～引導靈魂的族譜～,2003/12/19,KK個人漢化,漢化完成,,,,
Eushully（エウシュリー）,,空帝戦騎～黄昏に沈む楔～,空帝戰騎 ~墜於黃昏之楔~,2004/11/26,個人漢化,漢化完成,,,,
Eushully（エウシュリー）,,冥色の隷姫～緩やかに廃滅する青珊瑚の森～,冥色的隸姬～緩緩廢滅的青珊瑚之森～,2005/9/16,個人漢化,漢化完成,Ver0.95,,,
Eushully（エウシュリー）,,峰深き瀬にたゆたう唄,深山間溪迴盪之歌,2006/8/25,個人漢化,漢化完成,,,,
Eushully（エウシュリー）,,戦女神ZERO,戦女神ZERO,2008/6/13,大老婆餅漢化組,漢化完成,,,,
Eushully（エウシュリー）,,姫狩りダンジョンマイスター,姬狩—魔王再臨,2009/4/24,御坂美琴應援會,漢化完成,,,,
Eushully（エウシュリー）,,戦女神VERITA,戰女神：真實,2010/4/23,KK個人漢化,漢化完成,,,,
Eushully（エウシュリー）,,神採りアルケミーマイスター,神采煉金名匠,2011/4/22,心願屋漢化組 / 真純愛同好會,漢化完成,,,,
Eushully（エウシュリー）,,魔導巧殻 ～闇の月女神は導国で詠う～,創刻的動脈,2012/4/27,哈尼喵漢化組 / ice漢化組 / ZodGame漢化組,漢化完成,哈尼喵漢化組ver0.9,,,
Eushully（エウシュリー）,,,,2013/4/26,廢萌統一戰線 / ZODGAME漢化組,漢化完成,,,,
Eushully（エウシュリー）,,天秤のLa DEA。 ～戦女神MEMORIA～,天秤のLa DEA。 ～戦女神MEMORIA～,2014/4/25,無名の組 / 個人漢化,漢化完成,個人漢化為無名の組的重新校譯版,,,
Eushully（エウシュリー）,,?のラプソディ,神之狂想曲,2015/4/24,心願屋漢化組,漢化完成,聽說bug一堆,,,
Eushully（エウシュリー）,,天結いキャッスルマイスター,天結神緣 / 天結城堡大師,2017/5/26,默示遊戲中文化興趣小組 / 心願屋漢化組,漢化完成,,,,
Eushully（エウシュリー）,,封緘のグラセスタ,封緘之都古拉塞斯塔,2018/11/30,默示遊戲中文化興趣小組,漢化完成,,,,
,,,,,,,,,,
effordom（エフォルダムソフト）,,恋騎士 Purely☆Kiss,,2011/9/30,心願屋漢化組,漢化完成,,,,
effordom（エフォルダムソフト）,,銃騎士 Cutie☆Bullet,,2014/3/28,血月漢化組×黙示雜魚隊,漢化完成,,,,
,,,,,,,,,,
ensemble,,花と乙女に祝福を,花與乙女的祝福,2009/5/29,未來數位,官方中文化,,,,
ensemble,,花と乙女に祝福を ロイヤルブーケ,花與乙女的祝福 皇家花束,2010/1/29,未來數位,官方中文化,,,,
ensemble,,黙って私のムコになれ！,千金逼我嫁!,2011/1/28,未來數位,官方中文化,,,,
ensemble,,乙女が紡ぐ恋のキャンバス,少女編織愛的畫布,2012/3/30,寢取妹妹漢化組 x BRAVO漢化組 x 星網漢化聯合會,漢化完成,,,,
ensemble,,桜舞う乙女のロンド,櫻舞少女的輪舞曲,2013/11/29,夢戀星空漢化組,漢化完成,,,,
ensemble,,桜舞う乙女のロンド～女裝主人公達の受難～,櫻舞少女的輪舞曲 ~女裝主人公的受難記~,2013/11/29,瑞樹漢化組,漢化完成,特典劇情,,,
ensemble,,Golden Marriage,Golden Marriage,2014/5/30,默示遊戲中文化興趣小組 / 夜空漢化組 / 心願屋漢化組,漢化完成,心願屋僅漢化共通線,,,
ensemble,,乙女が奏でる恋のアリア,有少女唱響的愛之戀曲,2014/11/28,默示遊戲中文化興趣小組 / 夢戀星空漢化組,漢化完成,,,,
ensemble,,乙女が奏でる恋のアリア ～君に捧げるアンコール～,有少女唱響的愛之戀曲~為你所獻上的演繹~,2015/6/26,夢戀星空漢化組,漢化完成,,,,
ensemble,,恋する気持ちのかさねかた,戀慕之心的交織方式,2015/11/27,默示遊戲中文化興趣小組,漢化完成,,,,
ensemble,,乙女が彩る恋のエッセンス,有少女塗彩的愛之芬芳,2016/3/25,默示遊戲中文化興趣小組 / 瑞樹漢化組,漢化完成,,,,
ensemble,,恋する気持ちのかさねかた ～かさねた想いをずっと～,戀慕之心的交織方式 ～願交織的思念永恒～,2016/6/24,默示遊戲中文化興趣小組,漢化完成,,,,
ensemble,,想いを捧げる乙女のメロディー,有少女獻鳴的愛之奏章,2017/3/24,默示漢化組,漢化完成,,,,
ensemble,,想いを捧げる乙女のメロディー ～あふれる想いを調べにのせて～,有少女獻鳴的愛之奏章 ～願奏章之上思念滿載～,2017/11/24,默示漢化組,漢化完成,,,,
ensemble,,恋はそっと咲く花のように,戀心如花悄絢爛,2018/6/29,默示遊戲中文化興趣小組,漢化完成,,,,
ensemble,,乙女が結ぶ月夜の煌めき,少女締結的月之光輝,2018/11/30,瑞樹漢化組(from夢戀星空),漢化完成,,,,
,,,,,,,,,,
eufonie,,恋剣乙女,戀劍少女,2012/12/21,默示遊戲中文化興趣小組,漢化完成,,,,
eufonie,,恋剣乙女～再燃～,戀劍少女～再燃～,2014/4/25,默示遊戲中文化興趣小組,漢化完成,,,,
eufonie,,はにデビ！ Honey＆Devil,甜蜜惡魔！,2017/5/26,心願屋漢化組,部分漢化,共通+雙線漢化,,,
,,,,,,,,,,
enterbrain,,CROSS HERMIT 最果ての守護者,超魔法大戰,2002/10/23,光譜資訊,官方中文化,,,,
enterbrain,,アマガミ,聖誕之吻,2009/3/19,聖誕之吻漢化組,漢化完成,PSP移植版,,,
enterbrain,,アマガミ ちょっとおまけ劇場,聖誕之吻~小小驚喜劇場,2010/12/21,聖誕之吻漢化組,漢化完成,,,,
,,,,,,,,,,
élf（エルフ）,,この世の果てで恋を唄う少女YU-NO,YU-NO 在這世界盡頭詠唱愛的少女,1996/12/26,櫻花飛舞的季節中文化小組,漢化完成,ver0.96,,,
élf（エルフ）,,ドラゴンナイトIII,龍騎士3,1991/7/6,待補,漢化完成,平台為DOS,,,
élf（エルフ）,,ドラゴンナイト4,龍騎士4,1994/2/25,歡樂盒多媒體,官方中文化,平台為PC-98,,,
élf（エルフ）,,同級生,同級生,1992/12/17,迷你蘇打漢化組,漢化完成,,,,
élf（エルフ）,,同級生2,同級生2,1995/1/31,歡樂盒多媒體,官方中文化,平台為PC-98,,,
élf（エルフ）,,下級生,下級生,1996/6/7,櫻花飛舞的季節中文化小組,漢化完成,平台為PC-98,,,
élf（エルフ）,,下級生2,下級生2,2004/8/27,櫻花飛舞的季節中文化小組,漢化完成,,,,
élf（エルフ）,,遺作,遺作,1995/8/25,個人漢化,漢化完成,平台為PC-98,,,
élf（エルフ）,,臭作,臭作,1998/3/24,待補,部分漢化,進度約1/2,,,
élf（エルフ）,,河原崎家の一族2,河原崎家的一族2,2003/6/6,待補,待補,估計已棄坑,,,
élf（エルフ）,,媚肉の香り～ネトリネトラレヤリヤラレ～,媚肉之香,2008/3/28,織空漢化組,漢化完成,,,,
élf（エルフ）,,媚肉の香り 番外編,媚肉之香 番外篇： 律子之嘆，由紀之香,2008/6/27,織空漢化組,漢化完成,,,,
élf（エルフ）,,人間デブリ～コンナジブンニダレガシタ？～,人間殘渣,2010/11/26,織空漢化組 x 禽獸和它愉快的小伙伴們,漢化完成,,,,
élf（エルフ）,,ボクの彼女はガテン系,我的女友是藍領 / 民工女友,2011/12/8,禽獸和它愉快的小伙伴們,漢化完成,,,,
,,,,,,,,,,
Empress,,CLEAVAGE,雙峰,2005/2/18,未來數位,官方中文化,,,,
Empress,,STARLESS,失樂天國,2011/5/27,個人漢化,漢化完成,,,,
Empress,,LEWDNESS～Vita sexualis～,淫行,2012/6/22,未來數位,官方中文化,,,,
,,,,,,,,,,
feng（フォン）,,青空の見える丘,望見青空之丘,2006/4/21,妹乃萌漢化組,漢化完成,,,,
feng（フォン）,,あかね色に染まる坂,染成茜色的坂道,2007/7/27,KDays漢化組,漢化完成,,,,
feng（フォン）,,星空へ架かる橋,架向星空之橋,2010/10/15,妹乃萌漢化組,漢化完成,,http://hoshikaka.jp/top.html,,
feng（フォン）,,星空へ架かる橋AA,架向星空之橋AA,2012/4/27,戀結星橋漢化組(接坑自茜坂觀光團) / 個人漢化,漢化完成,,http://hoshikaka.jp/aa.html,,
feng（フォン）,,ちいさな彼女の小夜曲,嬌小少女的小夜曲,2013/10/25,戀結星橋漢化組,漢化完成,,http://hoshikaka.jp/chiisana/,,
feng（フォン）,,彼女のセイイキ,她的聖域,2014/12/19,1CH漢化組,漢化完成,,,,
feng（フォン）,,妹のセイイキ,妹妹的聖域,2015/8/28,1CH漢化組 / 臉腫漢化組,漢化完成,,,,
feng（フォン）,,学校のセイイキ,學校的聖域,2016/11/25,1CH漢化組 / 臉腫漢化組 / 默示遊戲中文化興趣小組,漢化完成,,,,
feng（フォン）,,夢と色でできている,由夢想與色彩編織而成,2019/2/22,楓笛漢化組 / 默示遊戲中文化興趣小組,漢化完成,,,,
,,,,,,,,,,
FAVORITE,,星空のメモリア Wish upon a shooting star,星空的記憶 Wishupon a shooting star,2009/3/27,Sekai Project / 澄空學園天體觀測愛好者協會,官方中文化,,https://store.steampowered.com/app/715580/,,
FAVORITE,,星空のメモリア Eternal Heart,星空的記憶 Eternal Heart,2010/1/29,澄空學園天體觀測愛好者協會,漢化完成,,,,
FAVORITE,,いろとりどりのセカイ,五彩斑斕的世界,2011/7/29,CK-Gal&杏子御津愛護同好會,漢化完成,,,,
FAVORITE,,いろとりどりのヒカリ,五彩斑斕的曙光,2012/8/31,杏子御津愛護同好會,漢化完成,,,,
FAVORITE,,アストラエアの白き永遠,星辰戀曲的白色永恆、星辰少女的純白永恆,2014/7/25,X'moe漢化組,漢化完成,,,,
FAVORITE,,紅い瞳に映るセカイ,映入紅瞳的世界,2015/7/24,杏子御津愛護同好會 / X'moe漢化組,漢化完成,,,,
FAVORITE,,アストラエアの白き永遠 Finale -白き星の夢-,星辰戀曲的白色永恆 Finale,2017/1/27,X'moe漢化組,漢化完成,,,,
FAVORITE,,さくら、もゆ。 -as the Night’s，Reincarnation-,櫻花、萌放。,2019/1/31,彌生月漢化組 / 默示漢化組,漢化中,已有體驗版漢化,,,
,,,,,,,,,,
Frontwing（フロントウイング）,,グリザイアの果実 -LE LABYRINTHE DE LA GRISAIA-,灰色的果實,2011/2/25,Frontwing / 灰翼漢化組,部分漢化,中文化進行中,,,
Frontwing（フロントウイング）,,グリザイアの迷宮 -LE LABYRINTHE DE LA GRISAIA-,灰色的迷宮,2012/2/24,Frontwing,中文化進行中,,,,
Frontwing（フロントウイング）,,グリザイアの楽園 -LE EDEN DE LA GRISAIA-,灰色的樂園,2013/5/24,Frontwing / 心願屋漢化組,漢化完成,中文化進行中,,,
Frontwing（フロントウイング）,,ピュアガール,Purl Girl,2012/9/28,待補,待補,,,,
Frontwing（フロントウイング）,,ゆきこいめると,雪戀溶解,2015/3/27,雪焰漢化組,漢化中,估計已棄坑,,,
Frontwing（フロントウイング）,,ISLAND,ISLAND,2016/4/28,Frontwing / 夜鴞漢化組,官方中文化,,https://store.steampowered.com/app/857450/,,
Frontwing（フロントウイング）,,CoronaBlossom vol.1 Gift From the Galaxy,日冕之华 卷1 来自银河的礼物,2016/8/26,Frontwing / 默示漢化組,官方中文化,官中為全年齡版,https://store.steampowered.com/app/496260/,,
Frontwing（フロントウイング）,,CoronaBlossom vol.2 The Truth From Beyond,日冕之华 卷2 自外而来的真相,2016/11/25,Frontwing / 默示漢化組,官方中文化,官中為全年齡版,https://store.steampowered.com/app/531730/,,
Frontwing（フロントウイング）,,CoronaBlossom vol.3 Journey to the Stars,日冕之华 卷3 跨越星际的旅行,2017/2/24,Frontwing / 默示漢化組,官方中文化,官中為全年齡版,https://store.steampowered.com/app/562480/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第1巻,灰色：幻影扳機,2017/4/28,Frontwing / 默示漢化組,官方中文化,,https://store.steampowered.com/app/606510/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第2巻,灰色：幻影扳機,2017/4/28,Frontwing / 默示漢化組,官方中文化,,https://store.steampowered.com/app/606520/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第3巻,灰色：幻影扳機,2017/7/28,Frontwing / 默示漢化組,官方中文化,,https://store.steampowered.com/app/658530/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第4巻,灰色：幻影扳機,2018/1/26,Frontwing / 默示漢化組,官方中文化,,https://store.steampowered.com/app/761670/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第5巻,灰色：幻影扳機,2018/7/27,Frontwing / 默示漢化組,官方中文化,,https://store.steampowered.com/app/871280/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第5.5巻,灰色：幻影扳機,2019/4/26,Frontwing,官方中文化,,https://store.steampowered.com/app/1039960/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第6巻,灰色：幻影扳機,2019/4/26,Frontwing,官方中文化,,https://store.steampowered.com/app/1039970/,,
Frontwing（フロントウイング）,,グリザイア ファントムトリガー 第7巻,灰色：幻影扳機,2020/7/22,Frontwing,中文化進行中,,https://store.steampowered.com/app/1292770/,,
Frontwing（フロントウイング）,,ろけらぶ - 同棲×後輩,戀愛定位 同居x後輩,2018/10/26,Frontwing / 默示漢化組,官方中文化,,https://store.steampowered.com/app/916060/,,
Frontwing（フロントウイング）,,ろけらぶ 電車×同級生,戀愛定位 電車x同級生,2019/8/30,Frontwing,官方中文化,,,,
